Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason
8563-IIOXK,Male,24,Yes,No,Yes,No,0,United States,California,Duarte,91010,34.145695,-117.95982,27414,Q3,Yes,4,7,Offer E,Yes,36.14,No,Yes,DSL,85,Yes,No,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,49.75,331.3,0.0,0,252.98,584.28,1,Churned,Yes,75,5651,Competitor,Competitor offered higher download speeds
2982-VPSGI,Female,64,No,No,Yes,No,0,United States,California,South Pasadena,91030,34.110444,-118.156957,23984,Q3,Yes,1,11,Offer D,Yes,25.67,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.0,1078.9,0.0,0,282.37,1361.27,1,Churned,Yes,67,2120,Competitor,Competitor made better offer
4625-EWPTF,Male,55,No,No,No,No,0,United States,California,Pasadena,91104,34.165383,-118.123752,38460,Q3,No,0,8,Offer E,No,0.0,No,Yes,Cable,4,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30.45,226.45,0.0,0,0.0,226.45,1,Churned,Yes,94,4549,Competitor,Competitor had better devices
9874-QLCLH,Female,38,No,No,Yes,No,0,United States,California,Northridge,91324,34.238208,-118.55029,25751,Q3,Yes,1,17,Offer D,Yes,4.91,Yes,Yes,Fiber Optic,15,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.2,1743.5,0.0,0,83.47,1826.97,1,Churned,Yes,79,2365,Competitor,Competitor offered more data
1902-XBTFB,Male,39,No,No,No,No,0,United States,California,North Hollywood,91605,34.207295,-118.400022,57146,Q3,No,0,22,Offer D,Yes,39.58,No,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,2001.5,0.0,0,870.76,2872.26,2,Churned,Yes,91,5438,Dissatisfaction,Lack of self-service on Website
5366-IJEQJ,Male,20,Yes,No,No,No,0,United States,California,San Diego,92109,32.787836,-117.232376,46086,Q3,No,0,20,Offer D,Yes,5.54,Yes,Yes,Fiber Optic,59,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.7,1761.45,0.0,0,110.8,1872.25,1,Churned,Yes,86,4115,Other,Don't know
8634-CILSZ,Male,52,No,No,No,No,0,United States,California,San Diego,92109,32.787836,-117.232376,46086,Q3,No,0,69,Offer A,Yes,20.44,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.7,7220.35,0.0,0,1410.36,8630.710000000001,3,Churned,Yes,71,6350,Competitor,Competitor made better offer
9530-EHPOH,Male,60,No,No,No,No,0,United States,California,San Diego,92109,32.787836,-117.232376,46086,Q3,No,0,11,Offer D,Yes,15.03,Yes,Yes,DSL,13,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,53.75,608.0,0.0,0,165.32999999999998,773.3299999999999,1,Churned,Yes,91,3407,Competitor,Competitor made better offer
2082-CEFLT,Male,31,No,No,No,No,0,United States,California,San Diego,92109,32.787836,-117.232376,46086,Q3,No,0,1,Offer E,Yes,11.73,No,Yes,DSL,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.6,45.6,0.0,0,11.73,57.33,1,Churned,Yes,88,3037,Competitor,Competitor made better offer
1213-NGCUN,Female,49,No,No,No,No,0,United States,California,San Diego,92111,32.805518,-117.169052,46828,Q3,No,0,6,Offer E,Yes,48.89,No,Yes,DSL,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.65,267.35,0.0,0,293.34000000000003,560.69,2,Churned,Yes,88,4248,Dissatisfaction,Lack of self-service on Website
2894-QOJRX,Female,19,Yes,No,Yes,No,0,United States,California,San Diego,92124,32.827238,-117.089287,30206,Q3,Yes,1,25,Offer C,No,0.0,No,Yes,Cable,82,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.0,853.0,0.0,0,0.0,853.0,1,Churned,Yes,93,5024,Competitor,Competitor had better devices
3521-SYVOR,Female,26,Yes,No,No,No,0,United States,California,San Diego,92126,32.886925,-117.152162,74232,Q3,No,0,37,Offer C,Yes,3.27,No,Yes,Cable,71,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.75,2345.2,0.0,0,120.99,2466.1899999999996,1,Churned,Yes,80,5554,Attitude,Attitude of support person
9526-JAWYF,Male,49,No,No,No,No,0,United States,California,San Diego,92126,32.886925,-117.152162,74232,Q3,No,0,26,Offer C,Yes,6.24,No,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.8,2335.3,0.0,0,162.24,2497.54,1,Churned,Yes,71,3452,Competitor,Competitor made better offer
4919-IKATY,Male,64,No,No,Yes,No,0,United States,California,San Diego,92126,32.886925,-117.152162,74232,Q3,Yes,3,5,Offer E,Yes,36.88,Yes,Yes,Fiber Optic,8,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,453.75,0.0,0,184.4,638.15,1,Churned,Yes,91,5141,Competitor,Competitor made better offer
9689-PTNPG,Male,42,No,No,No,No,0,United States,California,San Diego,92126,32.886925,-117.152162,74232,Q3,No,0,2,Offer E,Yes,39.03,No,Yes,Fiber Optic,30,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.25,144.55,0.0,10,78.06,232.61,1,Churned,Yes,80,5055,Competitor,Competitor made better offer
9465-RWMXL,Male,62,No,No,Yes,No,0,United States,California,San Diego,92126,32.886925,-117.152162,74232,Q3,Yes,1,32,Offer C,Yes,22.57,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.9,2447.95,0.0,0,722.24,3170.1899999999996,3,Churned,Yes,90,5949,Competitor,Competitor made better offer
2362-IBOOY,Male,22,Yes,No,No,No,0,United States,California,San Diego,92126,32.886925,-117.152162,74232,Q3,No,0,36,Offer C,Yes,43.97,Yes,Yes,Fiber Optic,42,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,3050.15,0.0,0,1582.92,4633.07,3,Churned,Yes,76,5272,Competitor,Competitor made better offer
9095-HFAFX,Female,61,No,No,No,No,0,United States,California,San Diego,92126,32.886925,-117.152162,74232,Q3,No,0,5,Offer E,Yes,20.2,No,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,81.0,389.6,0.0,10,101.0,500.6,2,Churned,Yes,96,3718,Competitor,Competitor made better offer
2379-ENZGV,Male,61,No,No,No,No,0,United States,California,San Diego,92126,32.886925,-117.152162,74232,Q3,No,0,6,Offer E,Yes,39.32,No,Yes,Fiber Optic,12,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,523.5,0.0,0,235.92,759.4200000000001,2,Churned,Yes,72,3420,Competitor,Competitor made better offer
7394-FKDNK,Female,62,No,No,Yes,No,0,United States,California,San Diego,92126,32.886925,-117.152162,74232,Q3,Yes,3,9,Offer E,Yes,26.51,No,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.45,853.1,0.0,0,238.59,1091.69,2,Churned,Yes,91,4971,Competitor,Competitor made better offer
1597-FZREH,Female,39,No,No,No,No,0,United States,California,Shoshone,92384,35.924252,-116.188668,87,Q3,No,0,2,Offer E,Yes,41.64,No,Yes,DSL,25,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,76.4,160.8,0.0,0,83.28,244.08,2,Churned,Yes,91,3005,Price,Lack of affordable download/upload speed
0727-IWKVK,Male,35,No,No,Yes,No,0,United States,California,Yermo,92398,35.013299,-116.834092,1195,Q3,No,0,9,Offer E,Yes,19.18,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,741.7,0.0,0,172.62,914.32,2,Churned,Yes,91,4748,Price,Extra data charges
3512-IZIKN,Female,57,No,No,Yes,No,0,United States,California,San Bernardino,92404,34.183286,-117.221722,53636,Q3,Yes,1,70,Offer A,Yes,42.67,Yes,Yes,DSL,24,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,65.3,4759.75,0.0,0,2986.9,7746.65,1,Churned,Yes,85,5591,Dissatisfaction,Product dissatisfaction
6289-CPNLD,Male,33,No,No,Yes,No,0,United States,California,Temecula,92591,33.540604,-117.10909,25655,Q3,Yes,3,33,Offer C,Yes,33.32,No,Yes,DSL,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,73.9,2405.05,0.0,0,1099.56,3504.61,1,Churned,Yes,73,5374,Competitor,Competitor had better devices
9574-RKJIF,Male,52,No,No,Yes,No,0,United States,California,Trabuco Canyon,92679,33.631119,-117.567346,32268,Q3,Yes,1,30,Offer C,Yes,28.85,Yes,Yes,Fiber Optic,6,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,94.4,2838.7,0.0,80,865.5,3784.2,1,Churned,Yes,71,2792,Competitor,Competitor offered higher download speeds
2225-ZRGSG,Female,38,No,No,Yes,No,0,United States,California,Piru,93040,34.432843,-118.730106,1459,Q3,Yes,1,70,Offer A,Yes,5.48,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,93.9,6579.05,0.0,0,383.6,6962.650000000001,1,Churned,Yes,95,6173,Price,Long distance charges
5271-YNWVR,Male,48,No,No,Yes,No,0,United States,California,Santa Paula,93060,34.402343,-119.094824,32511,Q3,Yes,1,68,Offer A,Yes,23.67,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.15,7856.0,0.0,0,1609.5600000000002,9465.56,1,Churned,Yes,90,4610,Price,Extra data charges
6330-JKLPC,Male,42,No,No,Yes,No,0,United States,California,Somis,93066,34.297628,-119.014627,2966,Q3,Yes,3,11,Offer D,Yes,11.5,Yes,Yes,Fiber Optic,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5,896.9,0.0,0,126.5,1023.4,1,Churned,Yes,75,5119,Dissatisfaction,Product dissatisfaction
1794-HBQTJ,Female,22,Yes,No,No,No,0,United States,California,Corcoran,93212,36.04533,-119.532424,23506,Q3,No,0,1,Offer E,Yes,6.54,No,Yes,Cable,52,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.6,48.6,0.0,0,6.54,55.14,1,Churned,Yes,83,4207,Dissatisfaction,Poor expertise of phone support
4818-DRBQT,Male,29,Yes,No,Yes,No,0,United States,California,Farmersville,93223,36.29878,-119.201028,8644,Q3,Yes,1,29,Offer C,Yes,26.03,Yes,Yes,Fiber Optic,47,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,2265.25,0.0,0,754.87,3020.12,3,Churned,Yes,83,5189,Attitude,Attitude of support person
1320-HTRDR,Female,30,No,No,No,No,0,United States,California,Fellows,93224,35.215731,-119.57013,626,Q3,No,0,3,Offer E,Yes,47.51,Yes,Yes,Fiber Optic,85,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,220.6,0.0,0,142.53,363.13,2,Churned,Yes,79,5948,Attitude,Attitude of service provider
6424-ELEYH,Female,39,No,No,Yes,No,0,United States,California,Lebec,93243,34.845861,-118.885163,1247,Q3,Yes,1,3,Offer E,Yes,35.18,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.75,229.5,0.0,0,105.54,335.03999999999996,1,Churned,Yes,65,3972,Competitor,Competitor had better devices
4391-RESHN,Male,49,No,No,No,No,0,United States,California,Lemon Cove,93244,36.462671,-118.997291,293,Q3,No,0,23,Offer D,Yes,16.28,Yes,Yes,Fiber Optic,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.05,2470.1,0.0,0,374.44000000000005,2844.54,1,Churned,Yes,93,5963,Competitor,Competitor had better devices
6821-BUXUX,Female,28,Yes,No,No,No,0,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,No,0,13,Offer D,Yes,17.02,Yes,Yes,Fiber Optic,41,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.65,1244.5,0.0,0,221.26,1465.76,1,Churned,Yes,65,2110,Competitor,Competitor made better offer
9801-GDWGV,Female,52,No,No,No,No,0,United States,California,Temecula,92592,33.507255,-117.029473,46171,Q3,No,0,39,Offer C,Yes,34.74,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.45,3994.45,0.0,0,1354.86,5349.3099999999995,2,Churned,Yes,83,4811,Competitor,Competitor made better offer
0601-WZHJF,Male,53,No,No,Yes,No,0,United States,California,Shafter,93263,35.490705,-119.286833,15177,Q3,Yes,1,14,Offer D,No,0.0,No,Yes,DSL,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,46.35,667.7,0.0,0,0.0,667.7,3,Churned,Yes,76,5360,Attitude,Attitude of service provider
3244-DCJWY,Female,27,Yes,No,No,No,0,United States,California,Bakersfield,93312,35.392599,-119.245341,40836,Q3,No,0,1,Offer E,Yes,23.0,No,Yes,Fiber Optic,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.25,70.25,0.0,0,23.0,93.25,1,Churned,Yes,89,4133,Competitor,Competitor had better devices
4797-AXPXK,Female,64,No,No,No,Yes,2,United States,California,Lompoc,93436,34.601055,-120.382917,51737,Q3,No,0,1,Offer E,Yes,43.48,No,Yes,DSL,16,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,60.0,60.0,0.0,10,43.48,113.48,1,Churned,Yes,93,4531,Attitude,Attitude of service provider
5229-PRWKT,Male,47,No,No,No,No,0,United States,California,Lompoc,93437,34.757477,-120.550507,6165,Q3,No,0,8,Offer E,Yes,24.76,Yes,Yes,Fiber Optic,2,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.55,649.65,0.0,0,198.08,847.73,3,Churned,Yes,80,4193,Attitude,Attitude of service provider
5057-LCOUI,Female,35,No,No,No,No,0,United States,California,Nipomo,93444,35.050345,-120.489599,15405,Q3,No,0,39,Offer C,No,0.0,No,Yes,DSL,4,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.75,2011.4,0.0,0,0.0,2011.4,3,Churned,Yes,94,4119,Attitude,Attitude of support person
0156-FVPTA,Male,48,No,No,Yes,No,0,United States,California,Solvang,93463,34.624399,-120.137875,7958,Q3,Yes,1,22,Offer D,Yes,27.24,No,Yes,DSL,21,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,1152.7,0.0,0,599.28,1751.98,2,Churned,Yes,87,5102,Attitude,Attitude of service provider
1984-FCOWB,Female,21,Yes,No,Yes,No,0,United States,California,Templeton,93465,35.536115,-120.739231,7918,Q3,Yes,1,70,Offer A,Yes,41.88,Yes,Yes,Fiber Optic,59,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,109.5,7674.55,0.0,150,2931.6000000000004,10756.15,2,Churned,Yes,91,4191,Attitude,Attitude of service provider
0654-HMSHN,Male,45,No,No,Yes,No,0,United States,California,Mojave,93501,35.097323,-118.171288,4882,Q3,Yes,1,21,Offer D,Yes,42.65,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,104.4,2157.95,0.0,0,895.65,3053.6,2,Churned,Yes,77,3796,Attitude,Attitude of support person
5196-SGOAK,Female,39,No,No,No,No,0,United States,California,Caliente,93518,35.358953,-118.527064,1022,Q3,No,0,1,Offer E,Yes,9.05,No,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,75.7,0.0,0,9.05,84.75,3,Churned,Yes,93,4884,Attitude,Attitude of support person
6108-OQZDQ,Female,21,Yes,No,Yes,No,0,United States,California,Keene,93531,35.214982,-118.59049,1436,Q3,Yes,4,4,Offer E,Yes,9.98,Yes,Yes,Fiber Optic,51,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.95,384.5,0.0,0,39.92,424.42,3,Churned,Yes,72,2570,Attitude,Attitude of service provider
0363-QJVFX,Male,22,Yes,No,No,No,0,United States,California,Lake Hughes,93532,34.659579,-118.584212,2771,Q3,No,0,32,Offer C,Yes,27.69,Yes,Yes,Fiber Optic,73,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,108.15,3432.9,0.0,0,886.08,4318.9800000000005,1,Churned,Yes,69,2541,Attitude,Attitude of service provider
3374-LXDEV,Female,42,No,No,No,No,0,United States,California,Pearblossom,93553,34.445239,-117.894868,1613,Q3,No,0,13,Offer D,Yes,8.59,Yes,Yes,Fiber Optic,15,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.4,1132.35,0.0,0,111.67,1244.02,1,Churned,Yes,75,2226,Competitor,Competitor had better devices
5883-GTGVD,Male,54,No,No,No,No,0,United States,California,Biola,93606,36.798882,-120.019511,807,Q3,No,0,19,Offer D,Yes,2.19,Yes,Yes,Fiber Optic,18,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.95,1931.75,0.0,0,41.61,1973.36,1,Churned,Yes,76,3670,Competitor,Competitor had better devices
4817-QRJSX,Female,46,No,No,No,No,0,United States,California,Clovis,93612,36.814539,-119.711868,33856,Q3,No,0,10,Offer D,Yes,49.5,Yes,Yes,Fiber Optic,19,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,81.0,818.05,0.0,0,495.0,1313.05,2,Churned,Yes,95,2946,Attitude,Attitude of support person
9985-MWVIX,Female,53,No,No,No,No,0,United States,California,Hume,93628,36.807595,-118.901544,93,Q3,No,0,1,Offer E,Yes,42.09,No,Yes,Fiber Optic,9,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.15,70.15,0.0,0,42.09,112.24,1,Churned,Yes,90,5773,Competitor,Competitor had better devices
2237-ZFSMY,Female,29,Yes,No,No,No,0,United States,California,Riverdale,93656,36.452211,-119.94575,5729,Q3,No,0,39,Offer C,Yes,4.48,No,Yes,Fiber Optic,71,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,95.55,3692.85,0.0,0,174.72000000000003,3867.57,1,Churned,Yes,73,2767,Attitude,Attitude of service provider
4548-SDBKE,Female,26,Yes,No,No,No,0,United States,California,San Dimas,91773,34.102119,-117.815532,33878,Q3,No,0,5,Offer E,Yes,34.49,Yes,Yes,Fiber Optic,46,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,474.8,0.0,0,172.45000000000002,647.25,3,Churned,Yes,87,4109,Attitude,Attitude of service provider
8066-POXGX,Female,28,Yes,No,No,No,0,United States,California,Fresno,93720,36.878709,-119.7645,45087,Q3,No,0,13,Offer D,No,0.0,No,Yes,Cable,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.1,446.1,0.0,0,0.0,446.1,3,Churned,Yes,79,3104,Attitude,Attitude of service provider
4143-OOBWZ,Male,33,No,No,Yes,No,0,United States,California,Fresno,93726,36.793601,-119.761131,39148,Q3,No,0,5,Offer E,Yes,25.11,Yes,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.3,416.3,0.0,0,125.55,541.85,2,Churned,Yes,91,3819,Attitude,Attitude of service provider
3422-LYEPQ,Male,57,No,No,Yes,No,0,United States,California,Carmel By The Sea,93921,36.554618,-121.922239,2966,Q3,Yes,1,1,Offer E,Yes,18.84,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.0,71.0,0.0,0,18.84,89.84,2,Churned,Yes,89,4207,Attitude,Attitude of support person
4361-JEIVL,Male,29,Yes,No,No,Yes,3,United States,California,Greenfield,93927,36.248708,-121.386617,14204,Q3,No,0,1,Offer E,Yes,7.14,No,Yes,DSL,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.4,44.4,0.0,0,7.14,51.54,3,Churned,Yes,82,4067,Attitude,Attitude of service provider
9507-EXLTT,Female,30,No,No,Yes,No,0,United States,California,Seaside,93955,36.625114,-121.823565,38244,Q3,Yes,2,1,Offer E,Yes,23.63,No,Yes,Fiber Optic,52,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.35,79.35,0.0,0,23.63,102.98,2,Churned,Yes,77,3492,Attitude,Attitude of support person
9846-GKXAS,Female,53,No,No,No,No,0,United States,California,Burlingame,94010,37.57028,-122.365778,40346,Q3,No,0,9,Offer E,Yes,1.34,No,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.8,809.75,0.0,0,12.06,821.81,3,Churned,Yes,70,2578,Attitude,Attitude of support person
4581-SSPWD,Female,63,No,No,No,No,0,United States,California,Mountain View,94040,37.380662,-122.086022,32143,Q3,No,0,3,Offer E,Yes,5.2,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.8,246.3,0.0,10,15.6,271.90000000000003,1,Churned,Yes,93,5475,Competitor,Competitor had better devices
4512-ZUIYL,Female,31,No,No,No,No,0,United States,California,Sunnyvale,94089,37.421633,-122.009613,16985,Q3,No,0,2,Offer E,Yes,37.76,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.0,153.05,0.0,0,75.52,228.57,3,Churned,Yes,81,2928,Other,Moved
4550-EVXNY,Female,52,No,No,No,No,0,United States,California,San Francisco,94115,37.786031,-122.437301,33122,Q3,No,0,1,Offer E,Yes,49.24,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0.0,0,49.24,118.89,2,Churned,Yes,77,2418,Competitor,Competitor offered higher download speeds
3538-WZPHD,Male,46,No,No,No,No,0,United States,California,San Francisco,94127,37.736535,-122.45732,20643,Q3,No,0,3,Offer E,No,0.0,No,Yes,Cable,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.6,79.45,0.0,0,0.0,79.45,1,Churned,Yes,76,2734,Competitor,Competitor had better devices
7881-INRLC,Male,34,No,No,No,No,0,United States,California,San Mateo,94403,37.538309,-122.305109,37926,Q3,No,0,45,Offer B,Yes,14.12,Yes,Yes,Fiber Optic,3,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.85,4740.0,0.0,0,635.4,5375.4,1,Churned,Yes,70,4898,Competitor,Competitor offered more data
6172-FECYY,Male,55,No,No,Yes,No,0,United States,California,Antioch,94509,37.980057,-121.801599,90891,Q3,Yes,1,49,Offer B,Yes,39.6,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.5,4254.85,0.0,0,1940.4,6195.25,3,Churned,Yes,85,4639,Competitor,Competitor offered more data
6261-RCVNS,Female,22,Yes,No,No,No,0,United States,California,Rodeo,94572,38.027218,-122.23463,8506,Q3,No,0,42,Offer B,Yes,5.75,No,Yes,DSL,53,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,73.9,3160.55,0.0,0,241.5,3402.05,2,Churned,Yes,71,2774,Price,Price too high
8019-ENHXU,Male,50,No,No,Yes,No,0,United States,California,Oakland,94601,37.776523,-122.219268,54876,Q3,Yes,1,42,Offer B,Yes,34.65,Yes,Yes,Fiber Optic,9,No,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.45,4138.05,30.46,140,1455.3,5702.89,2,Churned,Yes,96,4624,Dissatisfaction,Network reliability
0687-ZVTHB,Male,24,Yes,No,Yes,No,0,United States,California,Richmond,94805,37.941456,-122.320968,13984,Q3,Yes,1,65,Offer B,Yes,26.75,Yes,Yes,Cable,51,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,72.45,4653.85,14.23,0,1738.75,6378.370000000001,1,Churned,Yes,68,4415,Competitor,Competitor offered more data
9661-ACXBS,Female,26,Yes,No,No,No,0,United States,California,San Rafael,94901,37.972662,-122.491452,40239,Q3,No,0,42,Offer B,Yes,33.46,Yes,Yes,Fiber Optic,52,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.2,4400.75,40.15,0,1405.32,5765.92,1,Churned,Yes,89,2317,Competitor,Competitor made better offer
4250-ZBWLV,Male,24,Yes,No,No,No,0,United States,California,Olema,94950,38.052209,-122.775567,248,Q3,No,0,68,Offer A,Yes,21.74,Yes,Yes,Fiber Optic,73,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,108.45,7176.55,9.68,0,1478.32,8645.19,3,Churned,Yes,65,4454,Competitor,Competitor offered higher download speeds
2027-OAQQC,Female,64,No,No,No,No,0,United States,California,Aptos,95003,37.013471,-121.877877,24227,Q3,No,0,43,Offer B,No,0.0,No,Yes,DSL,12,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.05,2076.2,20.29,0,0.0,2055.91,1,Churned,Yes,92,4044,Competitor,Competitor offered more data
1555-DJEQW,Female,21,Yes,No,Yes,No,0,United States,California,Cupertino,95014,37.306612,-122.080621,54431,Q3,Yes,1,70,Offer A,Yes,16.78,Yes,Yes,Fiber Optic,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,114.2,7723.9,48.54,0,1174.6,8849.96,1,Churned,Yes,73,5947,Price,Price too high
3797-VTIDR,Male,55,No,No,Yes,No,0,United States,California,San Jose,95121,37.304681,-121.809955,37127,Q3,Yes,3,1,Offer E,No,0.0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,23.45,23.45,0.0,0,0.0,23.45,2,Churned,Yes,90,4517,Price,Price too high
